state_ansi	county_ansi	state_alpha	county_name	commodity	value
16	001	ID	ADA	HAY	2,899
18	107	IN	MONTGOMERY	HAY	2,791
01	103	AL	MORGAN	SOD	480
20	123	KS	MITCHELL	HAY	17,126
51	093	VA	ISLE OF WIGHT	HAY	1,697
08	041	CO	EL PASO	HAY	3,548
37	185	NC	WARREN	HAY	(D)
44	009	RI	WASHINGTON	HAY	361
48	105	TX	CROCKETT	HAY	(D)
46	023	SD	CHARLES MIX	HAY	15,932
16	083	ID	TWIN FALLS	GRASSES & LEGUMES TOTALS	116
55	033	WI	DUNN	HAY	1,499
01	047	AL	DALLAS	HAY	704
16	041	ID	FRANKLIN	HAY	33,534
35	057	NM	TORRANCE	SOD	(D)
29	211	MO	SULLIVAN	HAY	51,499
31	127	NE	NEMAHA	HAY	35
04	001	AZ	APACHE	HAY	1,313
18	087	IN	LAGRANGE	HAY	379
28	009	MS	BENTON	HAY	(D)
40	013	OK	BRYAN	HAY	3,566
27	161	MN	WASECA	HAY	1,423
53	005	WA	BENTON	SOD	(D)
27	039	MN	DODGE	HAY	3,690
18	153	IN	SULLIVAN	HAY	1,840
20	049	KS	ELK	HAY	757
37	133	NC	ONSLOW	HAY	1,900
17	007	IL	BOONE	HAY	1,630
12	039	FL	GADSDEN	SOD	454
08	027	CO	CUSTER	HAY	6,701
45	091	SC	YORK	HAY	(D)
39	119	OH	MUSKINGUM	HAY	59
49	039	UT	SANPETE	HAY	25,301
48	451	TX	TOM GREEN	HAY	3,346
34	019	NJ	HUNTERDON	HAY	72
13	003	GA	ATKINSON	HAY	378
31	021	NE	BURT	HAY	2,325
55	039	WI	FOND DU LAC	HAY	(D)
21	171	KY	MONROE	HAY	720
13	049	GA	CHARLTON	HAY	(D)
31	135	NE	PERKINS	HAY	(D)
12	117	FL	SEMINOLE	HAY	(D)
35	013	NM	DONA ANA	HAY	8,926
19	107	IA	KEOKUK	HAY	1,892
31	137	NE	PHELPS	HAY	755
54	011	WV	CABELL	HAY	3,978
48	055	TX	CALDWELL	HAY	14,028
17	095	IL	KNOX	HAY	9,675
21	231	KY	WAYNE	HAY	15,206
48	219	TX	HOCKLEY	HAY	5,698
47	115	TN	MARION	HAY	6,842
20	057	KS	FORD	HAY	3,005
48	387	TX	RED RIVER	HAY	48,272
48	279	TX	LAMB	HAY	20,566
23	027	ME	WALDO	HAY	5,954
21	191	KY	PENDLETON	HAY	(D)
45	053	SC	JASPER	HAY	166
13	223	GA	PAULDING	HAY	2,621
08	103	CO	RIO BLANCO	HAY	18,365
27	133	MN	ROCK	GRASSES & LEGUMES TOTALS	(D)
17	161	IL	ROCK ISLAND	HAY	1,083
47	015	TN	CANNON	HAY	11,228
48	453	TX	TRAVIS	HAY	15,597
01	089	AL	MADISON	SOD	720
22	073	LA	OUACHITA	HAY	346
31	079	NE	HALL	HAY	607
01	117	AL	SHELBY	HAY	185
38	001	ND	ADAMS	HAY	57,123
29	039	MO	CEDAR	HAY	21
01	031	AL	COFFEE	HAY	(D)
31	081	NE	HAMILTON	HAY	4,593
48	269	TX	KING	HAY	(D)
37	017	NC	BLADEN	SOD	587
40	117	OK	PAWNEE	HAY	662
40	121	OK	PITTSBURG	HAY	50,982
21	093	KY	HARDIN	HAY	30
29	111	MO	LEWIS	HAY	(D)
22	029	LA	CONCORDIA	HAY	1,504
51	131	VA	NORTHAMPTON	HAY	(D)
48	187	TX	GUADALUPE	HAY	1,043
36	007	NY	BROOME	HAY	(D)
29	121	MO	MACON	HAY	45,194
40	085	OK	LOVE	HAY	345
38	103	ND	WELLS	HAY	26,597
42	129	PA	WESTMORELAND	HAY	26,232
29	207	MO	STODDARD	HAY	166
53	071	WA	WALLA WALLA	HAY	14,585
36	087	NY	ROCKLAND	HAY	(D)
23	027	ME	WALDO	HAY	5,634
29	019	MO	BOONE	HAY	(D)
35	045	NM	SAN JUAN	HAY	30,082
04	021	AZ	PINAL	HAY	65,110
15	001	HI	HAWAII	HAY	(D)
29	037	MO	CASS	HAY	32,399
26	117	MI	MONTCALM	HAY	1,213
46	085	SD	LYMAN	HAY	34,416
45	033	SC	DILLON	HAY	2,795
39	031	OH	COSHOCTON	HAY	(D)
18	001	IN	ADAMS	HAY	1,379
27	131	MN	RICE	HAY	7
12	033	FL	ESCAMBIA	SOD	(D)
31	071	NE	GARFIELD	HAY	28,679
41	023	OR	GRANT	HAY	38,095
39	087	OH	LAWRENCE	HAY	5,920
29	137	MO	MONROE	HAY	17,220
31	165	NE	SIOUX	HAY	9,828
17	093	IL	KENDALL	HAY	2,181
13	243	GA	RANDOLPH	HAY	295
18	167	IN	VIGO	HAY	247
40	099	OK	MURRAY	HAY	589
55	131	WI	WASHINGTON	HAY	910
20	185	KS	STAFFORD	HAY	18,015
13	099	GA	EARLY	HAY	(D)
28	049	MS	HINDS	HAY	10,830
05	125	AR	SALINE	HAY	(D)
30	029	MT	FLATHEAD	HAY	19,183
18	049	IN	FULTON	HAY	(D)
05	073	AR	LAFAYETTE	HAY	1,280
12	105	FL	POLK	HAY	495
13	101	GA	ECHOLS	HAY	1,131
29	037	MO	CASS	HAY	(D)
38	047	ND	LOGAN	HAY	(D)
36	051	NY	LIVINGSTON	HAY	(D)
13	151	GA	HENRY	HAY	1,852
21	195	KY	PIKE	HAY	1,963
19	137	IA	MONTGOMERY	HAY	2,799
42	109	PA	SNYDER	HAY	4,822
48	307	TX	MCCULLOCH	HAY	680
18	075	IN	JAY	HAY	869
39	089	OH	LICKING	HAY	18,178
48	117	TX	DEAF SMITH	HAY	(D)
42	097	PA	NORTHUMBERLAND	HAY	51
31	145	NE	RED WILLOW	HAY	5,733
26	125	MI	OAKLAND	HAY	34
26	003	MI	ALGER	HAY	5,426
46	017	SD	BUFFALO	HAY	(D)
01	057	AL	FAYETTE	HAY	(D)
13	015	GA	BARTOW	HAY	9,931
08	063	CO	KIT CARSON	HAY	3,533
16	003	ID	ADAMS	HAY	13,452
48	303	TX	LUBBOCK	HAY	96
13	301	GA	WARREN	HAY	1,996
40	061	OK	HASKELL	HAY	(D)
42	133	PA	YORK	HAY	87
19	189	IA	WINNEBAGO	HAY	(D)
54	073	WV	PLEASANTS	HAY	2,077
48	379	TX	RAINS	HAY	575
20	091	KS	JOHNSON	HAY	120
12	043	FL	GLADES	SOD	3,640
30	073	MT	PONDERA	HAY	10,798
34	031	NJ	PASSAIC	HAY	(D)
19	043	IA	CLAYTON	HAY	23,009
30	007	MT	BROADWATER	GRASSES & LEGUMES TOTALS	(D)
16	055	ID	KOOTENAI	HAY	6,608
31	185	NE	YORK	HAY	2,870
39	125	OH	PAULDING	HAY	54
46	051	SD	GRANT	HAY	14,197
27	125	MN	RED LAKE	HAY	689
56	035	WY	SUBLETTE	HAY	(D)
21	127	KY	LAWRENCE	HAY	2,985
46	059	SD	HAND	HAY	248
26	023	MI	BRANCH	HAY	454
20	015	KS	BUTLER	HAY	777
35	061	NM	VALENCIA	HAY	6,539
47	059	TN	GREENE	HAY	268
20	149	KS	POTTAWATOMIE	HAY	1,157
37	197	NC	YADKIN	HAY	10,755
08	047	CO	GILPIN	HAY	280
17	175	IL	STARK	HAY	1,653
48	191	TX	HALL	HAY	1,869
47	149	TN	RUTHERFORD	HAY	944
45	063	SC	LEXINGTON	HAY	(D)
53	023	WA	GARFIELD	HAY	907
35	009	NM	CURRY	HAY	9,477
26	059	MI	HILLSDALE	HAY	2,422
38	029	ND	EMMONS	HAY	56,230
49	055	UT	WAYNE	HAY	(D)
48	255	TX	KARNES	HAY	(D)
13	221	GA	OGLETHORPE	HAY	326
27	127	MN	REDWOOD	HAY	(D)
01	093	AL	MARION	HAY	160
29	229	MO	WRIGHT	HAY	21
39	161	OH	VAN WERT	HAY	739
12	115	FL	SARASOTA	HAY	(D)
17	025	IL	CLAY	HAY	2,172
18	181	IN	WHITE	HAY	1,655
12	059	FL	HOLMES	SOD	46
21	169	KY	METCALFE	HAY	20
46	127	SD	UNION	HAY	3,973
17	123	IL	MARSHALL	HAY	(D)
01	127	AL	WALKER	HAY	276
28	003	MS	ALCORN	HAY	(D)
28	161	MS	YALOBUSHA	HAY	(D)
30	109	MT	WIBAUX	HAY	2,916
16	061	ID	LEWIS	HAY	7,643
31	183	NE	WHEELER	HAY	3,366
42	103	PA	PIKE	HAY	88
24	013	MD	CARROLL	HAY	252
20	071	KS	GREELEY	HAY	(D)
47	087	TN	JACKSON	HAY	11,515
41	043	OR	LINN	HAY	2,401
19	091	IA	HUMBOLDT	HAY	354
48	019	TX	BANDERA	HAY	(D)
05	063	AR	INDEPENDENCE	HAY	(D)
22	021	LA	CALDWELL	HAY	82
26	161	MI	WASHTENAW	HAY	17,212
27	117	MN	PIPESTONE	HAY	(D)
13	279	GA	TOOMBS	HAY	356
48	427	TX	STARR	HAY	(D)
20	103	KS	LEAVENWORTH	HAY	20,593
28	087	MS	LOWNDES	HAY	8,864
47	071	TN	HARDIN	HAY	30
08	061	CO	KIOWA	HAY	474
21	065	KY	ESTILL	HAY	6,382
48	111	TX	DALLAM	GRASSES & LEGUMES TOTALS	(D)
21	065	KY	ESTILL	HAY	281
42	129	PA	WESTMORELAND	HAY	7,793
37	167	NC	STANLY	HAY	(D)
05	143	AR	WASHINGTON	HAY	332
01	129	AL	WASHINGTON	HAY	4,434
54	011	WV	CABELL	HAY	106
46	047	SD	FALL RIVER	HAY	7,267
36	035	NY	FULTON	HAY	1,233
47	009	TN	BLOUNT	HAY	287
51	095	VA	JAMES CITY	HAY	906
16	037	ID	CUSTER	HAY	29,055
17	137	IL	MORGAN	HAY	3,980
27	157	MN	WABASHA	HAY	17,579
08	097	CO	PITKIN	HAY	593
35	011	NM	DE BACA	HAY	1,076
47	073	TN	HAWKINS	HAY	28,450
42	123	PA	WARREN	HAY	9,329
51	007	VA	AMELIA	HAY	6,200
26	123	MI	NEWAYGO	HAY	13,300
29	053	MO	COOPER	HAY	26,384
19	173	IA	TAYLOR	HAY	11,431
47	117	TN	MARSHALL	HAY	(D)
48	437	TX	SWISHER	HAY	15,269
01	097	AL	MOBILE	HAY	104
17	115	IL	MACON	HAY	866
41	015	OR	CURRY	HAY	(D)
17	107	IL	LOGAN	HAY	1,213
19	171	IA	TAMA	HAY	10,627
37	145	NC	PERSON	HAY	(D)
21	189	KY	OWSLEY	HAY	17
21	171	KY	MONROE	HAY	26,112
40	135	OK	SEQUOYAH	HAY	29,048
40	025	OK	CIMARRON	HAY	14,964
25	013	MA	HAMPDEN	HAY	(D)
46	055	SD	HAAKON	HAY	32,030
48	505	TX	ZAPATA	HAY	(D)
19	125	IA	MARION	HAY	(D)
47	159	TN	SMITH	HAY	286
26	059	MI	HILLSDALE	HAY	(D)
26	017	MI	BAY	HAY	84
20	131	KS	NEMAHA	HAY	(D)
06	061	CA	PLACER	HAY	2,038
37	031	NC	CARTERET	SOD	1,430
31	013	NE	BOX BUTTE	HAY	6,106
31	119	NE	MADISON	HAY	13,023
48	459	TX	UPSHUR	HAY	(D)
46	103	SD	PENNINGTON	HAY	6,067
55	061	WI	KEWAUNEE	HAY	(D)
55	089	WI	OZAUKEE	HAY	(D)
40	115	OK	OTTAWA	HAY	850
29	151	MO	OSAGE	HAY	46,245
28	009	MS	BENTON	HAY	3,433
29	197	MO	SCHUYLER	GRASSES & LEGUMES TOTALS	(D)
39	157	OH	TUSCARAWAS	HAY	22,642
45	005	SC	ALLENDALE	HAY	1,475
13	069	GA	COFFEE	HAY	3,158
21	215	KY	SPENCER	SOD	(D)
24	045	MD	WICOMICO	HAY	1,403
38	071	ND	RAMSEY	HAY	5,677
36	011	NY	CAYUGA	HAY	(D)
04	021	AZ	PINAL	HAY	65,110
39	105	OH	MEIGS	HAY	8,516
05	089	AR	MARION	HAY	15,941
05	085	AR	LONOKE	HAY	1,095
22	107	LA	TENSAS	HAY	150
06	021	CA	GLENN	HAY	8,172
50	015	VT	LAMOILLE	HAY	2,029
47	009	TN	BLOUNT	HAY	25,375
21	069	KY	FLEMING	HAY	(D)
31	039	NE	CUMING	HAY	13,809
48	269	TX	KING	HAY	(D)
32	001	NV	CHURCHILL	HAY	3,214
20	109	KS	LOGAN	HAY	4,559
31	063	NE	FRONTIER	HAY	4,006
35	007	NM	COLFAX	HAY	3,550
17	113	IL	MCLEAN	HAY	2,863
21	151	KY	MADISON	HAY	34,316
20	025	KS	CLARK	HAY	(D)
45	039	SC	FAIRFIELD	HAY	24
55	005	WI	BARRON	HAY	28,683
53	025	WA	GRANT	HAY	144,781
56	033	WY	SHERIDAN	HAY	42,009
23	031	ME	YORK	SOD	(D)
30	085	MT	ROOSEVELT	HAY	26,939
29	103	MO	KNOX	HAY	(D)
23	023	ME	SAGADAHOC	HAY	1,552
55	097	WI	PORTAGE	HAY	2,231
39	055	OH	GEAUGA	HAY	8,266
35	035	NM	OTERO	HAY	(D)
40	071	OK	KAY	HAY	752
21	043	KY	CARTER	HAY	9,827
51	173	VA	SMYTH	HAY	16,183
35	047	NM	SAN MIGUEL	HAY	2,082
33	005	NH	CHESHIRE	HAY	4,076
06	067	CA	SACRAMENTO	HAY	4,859
29	127	MO	MARION	HAY	8,876
01	087	AL	MACON	HAY	120
54	025	WV	GREENBRIER	HAY	1,794
20	095	KS	KINGMAN	HAY	8,871
46	101	SD	MOODY	HAY	178
27	161	MN	WASECA	SOD	480
08	007	CO	ARCHULETA	HAY	(D)
48	433	TX	STONEWALL	HAY	2,252
21	235	KY	WHITLEY	HAY	10,108
49	039	UT	SANPETE	GRASSES & LEGUMES TOTALS	(D)
20	051	KS	ELLIS	HAY	564
49	027	UT	MILLARD	HAY	42,773
46	079	SD	LAKE	HAY	2,168
39	165	OH	WARREN	HAY	1,597
34	023	NJ	MIDDLESEX	HAY	(D)
23	003	ME	AROOSTOOK	HAY	15,321
01	043	AL	CULLMAN	HAY	311
49	013	UT	DUCHESNE	HAY	(D)
55	097	WI	PORTAGE	HAY	26,417
45	011	SC	BARNWELL	HAY	6
48	079	TX	COCHRAN	HAY	(D)
26	015	MI	BARRY	HAY	1,075
48	179	TX	GRAY	HAY	(D)
27	145	MN	STEARNS	HAY	58,717
56	043	WY	WASHAKIE	HAY	19,745
21	113	KY	JESSAMINE	SOD	(D)
21	173	KY	MONTGOMERY	HAY	1,496
41	033	OR	JOSEPHINE	HAY	348
40	043	OK	DEWEY	HAY	3,544
53	023	WA	GARFIELD	HAY	476
41	051	OR	MULTNOMAH	HAY	374
20	193	KS	THOMAS	HAY	4,245
47	081	TN	HICKMAN	SOD	(D)
48	483	TX	WHEELER	HAY	(D)
16	063	ID	LINCOLN	HAY	23,443
47	047	TN	FAYETTE	HAY	639
49	043	UT	SUMMIT	GRASSES & LEGUMES TOTALS	(D)
05	021	AR	CLAY	HAY	(D)
28	163	MS	YAZOO	HAY	8,029
36	121	NY	WYOMING	HAY	10
27	077	MN	LAKE OF THE WOODS	HAY	4,271
54	015	WV	CLAY	HAY	2,126
40	059	OK	HARPER	HAY	35,993
42	077	PA	LEHIGH	HAY	6,832
40	079	OK	LEFLORE	HAY	2,149
01	097	AL	MOBILE	HAY	5,794
18	127	IN	PORTER	HAY	3,048
20	127	KS	MORRIS	HAY	5,264
04	011	AZ	GREENLEE	HAY	2,152
44	005	RI	NEWPORT	HAY	(D)
01	023	AL	CHOCTAW	HAY	(D)
27	019	MN	CARVER	HAY	9,948
19	107	IA	KEOKUK	HAY	7,433
48	401	TX	RUSK	HAY	256
44	009	RI	WASHINGTON	HAY	(D)
45	061	SC	LEE	HAY	2,639
29	177	MO	RAY	HAY	26,731
46	045	SD	EDMUNDS	HAY	29,875
06	007	CA	BUTTE	GRASSES & LEGUMES TOTALS	(D)
34	001	NJ	ATLANTIC	HAY	62
17	045	IL	EDGAR	HAY	591
06	109	CA	TUOLUMNE	HAY	(D)
13	297	GA	WALTON	HAY	9,778
46	087	SD	MCCOOK	HAY	7,103
51	133	VA	NORTHUMBERLAND	HAY	19
06	051	CA	MONO	HAY	16,726
21	045	KY	CASEY	HAY	6
21	151	KY	MADISON	HAY	20
27	037	MN	DAKOTA	HAY	6,335
31	053	NE	DODGE	HAY	1,169
01	075	AL	LAMAR	HAY	(D)
06	009	CA	CALAVERAS	HAY	(D)
42	103	PA	PIKE	HAY	(D)
21	105	KY	HICKMAN	HAY	945
19	145	IA	PAGE	HAY	11,594
05	037	AR	CROSS	HAY	(D)
13	289	GA	TWIGGS	HAY	838
32	021	NV	MINERAL	HAY	2,441
37	009	NC	ASHE	HAY	7,842
29	055	MO	CRAWFORD	HAY	(D)
26	137	MI	OTSEGO	HAY	8,641
18	073	IN	JASPER	HAY	28
46	091	SD	MARSHALL	HAY	14,641
31	083	NE	HARLAN	HAY	1,303
05	027	AR	COLUMBIA	HAY	161
29	217	MO	VERNON	HAY	53,537
36	067	NY	ONONDAGA	HAY	149
39	107	OH	MERCER	HAY	5,629
47	161	TN	STEWART	HAY	7,957
46	041	SD	DEWEY	HAY	(D)
48	415	TX	SCURRY	HAY	(D)
29	159	MO	PETTIS	HAY	42,448
31	089	NE	HOLT	HAY	9,674
48	079	TX	COCHRAN	HAY	(D)
39	175	OH	WYANDOT	HAY	(D)
36	103	NY	SUFFOLK	HAY	335
31	075	NE	GRANT	HAY	41,912
16	039	ID	ELMORE	HAY	(D)
45	041	SC	FLORENCE	HAY	1,268
55	071	WI	MANITOWOC	HAY	2,068
42	095	PA	NORTHAMPTON	HAY	6,317
06	041	CA	MARIN	HAY	1,126
41	055	OR	SHERMAN	HAY	896
01	119	AL	SUMTER	HAY	10,584
29	181	MO	RIPLEY	HAY	11,900
20	141	KS	OSBORNE	HAY	12,792
01	095	AL	MARSHALL	HAY	76
51	099	VA	KING GEORGE	HAY	3,584
08	003	CO	ALAMOSA	HAY	16,936
45	029	SC	COLLETON	HAY	(D)
13	117	GA	FORSYTH	HAY	(D)
48	375	TX	POTTER	HAY	(D)
29	155	MO	PEMISCOT	HAY	(D)
19	135	IA	MONROE	HAY	12,766
16	035	ID	CLEARWATER	GRASSES & LEGUMES TOTALS	140
56	023	WY	LINCOLN	HAY	30,232
16	027	ID	CANYON	SOD	(D)
48	429	TX	STEPHENS	HAY	(D)
28	159	MS	WINSTON	HAY	(D)
20	125	KS	MONTGOMERY	HAY	27,369
47	131	TN	OBION	HAY	5,457
27	041	MN	DOUGLAS	HAY	137
28	069	MS	KEMPER	HAY	10,386
20	185	KS	STAFFORD	HAY	21,007
41	053	OR	POLK	HAY	650
15	009	HI	MAUI & KALAWAO	HAY	(D)
40	083	OK	LOGAN	HAY	(D)
30	081	MT	RAVALLI	HAY	14,382
51	071	VA	GILES	HAY	8,871
29	107	MO	LAFAYETTE	HAY	843
36	091	NY	SARATOGA	HAY	5,814
06	043	CA	MARIPOSA	HAY	816
54	107	WV	WOOD	HAY	13,260
28	097	MS	MONTGOMERY	HAY	7,646
20	209	KS	WYANDOTTE	HAY	(D)
20	087	KS	JEFFERSON	HAY	(D)
17	135	IL	MONTGOMERY	HAY	2,123
31	145	NE	RED WILLOW	HAY	5,855
41	003	OR	BENTON	HAY	126
27	133	MN	ROCK	HAY	2,957
48	195	TX	HANSFORD	HAY	7,786
27	085	MN	MCLEOD	HAY	28
41	047	OR	MARION	HAY	3,507
26	149	MI	ST JOSEPH	HAY	889
21	221	KY	TRIGG	HAY	32
06	043	CA	MARIPOSA	HAY	(D)
19	197	IA	WRIGHT	HAY	1,774
29	071	MO	FRANKLIN	HAY	336
55	035	WI	EAU CLAIRE	HAY	(D)
39	155	OH	TRUMBULL	HAY	9,019
30	103	MT	TREASURE	HAY	7,816
56	039	WY	TETON	HAY	5,194
39	007	OH	ASHTABULA	HAY	2,705
13	103	GA	EFFINGHAM	HAY	1,391
29	095	MO	JACKSON	HAY	4
45	073	SC	OCONEE	HAY	86
48	043	TX	BREWSTER	HAY	(D)
13	295	GA	WALKER	HAY	14,045
18	087	IN	LAGRANGE	HAY	23,340
37	007	NC	ANSON	SOD	(D)
01	113	AL	RUSSELL	HAY	667
04	011	AZ	GREENLEE	HAY	833
20	123	KS	MITCHELL	HAY	316
01	073	AL	JEFFERSON	HAY	(D)
48	213	TX	HENDERSON	HAY	175
22	073	LA	OUACHITA	HAY	346
19	025	IA	CALHOUN	HAY	1,682
45	015	SC	BERKELEY	HAY	(D)
21	141	KY	LOGAN	HAY	(D)
45	077	SC	PICKENS	HAY	3
47	069	TN	HARDEMAN	HAY	(D)
22	039	LA	EVANGELINE	HAY	188
26	007	MI	ALPENA	HAY	10,549
55	123	WI	VERNON	SOD	(D)
39	023	OH	CLARK	HAY	1,864
39	101	OH	MARION	HAY	446
06	069	CA	SAN BENITO	HAY	(D)
31	041	NE	CUSTER	HAY	47,717
48	401	TX	RUSK	HAY	30
13	227	GA	PICKENS	HAY	4,835
47	099	TN	LAWRENCE	HAY	131
42	039	PA	CRAWFORD	HAY	580
31	137	NE	PHELPS	HAY	111
26	159	MI	VAN BUREN	HAY	1,454
12	059	FL	HOLMES	HAY	6,915
56	021	WY	LARAMIE	HAY	14,419
29	161	MO	PHELPS	HAY	19,785
31	171	NE	THOMAS	HAY	1,113
39	121	OH	NOBLE	HAY	3,828
42	123	PA	WARREN	HAY	90
48	203	TX	HARRISON	HAY	(D)
54	103	WV	WETZEL	HAY	3,071
55	045	WI	GREEN	HAY	(D)
12	099	FL	PALM BEACH	HAY	36
29	159	MO	PETTIS	HAY	(D)
13	207	GA	MONROE	HAY	(D)
47	069	TN	HARDEMAN	HAY	36
28	099	MS	NESHOBA	HAY	25
16	065	ID	MADISON	HAY	1,605
46	021	SD	CAMPBELL	HAY	5,616
48	259	TX	KENDALL	HAY	236
21	003	KY	ALLEN	HAY	52
42	043	PA	DAUPHIN	HAY	66
17	065	IL	HAMILTON	HAY	2,084
35	035	NM	OTERO	GRASSES & LEGUMES TOTALS	(D)
20	009	KS	BARTON	HAY	2,908
48	379	TX	RAINS	HAY	13,995
06	061	CA	PLACER	HAY	172
48	181	TX	GRAYSON	HAY	368
12	115	FL	SARASOTA	HAY	228
34	023	NJ	MIDDLESEX	HAY	(D)
31	059	NE	FILLMORE	HAY	2,300
32	033	NV	WHITE PINE	HAY	3,547
55	029	WI	DOOR	HAY	8,936
48	329	TX	MIDLAND	HAY	5,979
08	063	CO	KIT CARSON	HAY	24,892
19	003	IA	ADAMS	HAY	(D)
42	085	PA	MERCER	HAY	6,829
21	177	KY	MUHLENBERG	HAY	78
12	027	FL	DE SOTO	HAY	5,403
48	501	TX	YOAKUM	HAY	(D)
26	075	MI	JACKSON	HAY	(D)
31	041	NE	CUSTER	HAY	5,464
13	177	GA	LEE	HAY	880
45	083	SC	SPARTANBURG	HAY	122
01	071	AL	JACKSON	HAY	30,661
20	113	KS	MCPHERSON	HAY	19,936
13	299	GA	WARE	HAY	772
08	057	CO	JACKSON	HAY	(D)
13	043	GA	CANDLER	HAY	6,348
49	053	UT	WASHINGTON	HAY	(D)
46	063	SD	HARDING	HAY	79,603
06	013	CA	CONTRA COSTA	HAY	1,813
25	017	MA	MIDDLESEX	HAY	(D)
51	550	VA	CHESAPEAKE CITY	HAY	29
48	503	TX	YOUNG	HAY	(D)
15	001	HI	HAWAII	SOD	(D)
04	027	AZ	YUMA	HAY	28,593
27	103	MN	NICOLLET	HAY	3,305
31	009	NE	BLAINE	HAY	1,064
26	165	MI	WEXFORD	HAY	5,252
46	065	SD	HUGHES	HAY	22,980
20	019	KS	CHAUTAUQUA	GRASSES & LEGUMES TOTALS	(D)
06	053	CA	MONTEREY	GRASSES & LEGUMES TOTALS	(D)
26	085	MI	LAKE	HAY	2,247
16	069	ID	NEZ PERCE	HAY	4,473
17	097	IL	LAKE	HAY	1,557
21	209	KY	SCOTT	HAY	(D)
39	055	OH	GEAUGA	HAY	11,881
47	147	TN	ROBERTSON	SOD	(D)
16	037	ID	CUSTER	HAY	4,104
13	307	GA	WEBSTER	HAY	(D)
21	139	KY	LIVINGSTON	HAY	10,441
37	051	NC	CUMBERLAND	HAY	2,277
29	059	MO	DALLAS	HAY	30,457
56	005	WY	CAMPBELL	HAY	48,956
42	049	PA	ERIE	SOD	(D)
28	011	MS	BOLIVAR	HAY	1,080
32	027	NV	PERSHING	HAY	(D)
47	053	TN	GIBSON	HAY	9,017
42	041	PA	CUMBERLAND	HAY	(D)
37	163	NC	SAMPSON	HAY	2,544
28	121	MS	RANKIN	HAY	10,869
13	201	GA	MILLER	HAY	532
13	147	GA	HART	HAY	492
19	157	IA	POWESHIEK	HAY	9,223
55	141	WI	WOOD	HAY	12,537
05	005	AR	BAXTER	HAY	(D)
27	049	MN	GOODHUE	HAY	16,385
41	021	OR	GILLIAM	HAY	3,282
20	173	KS	SEDGWICK	HAY	18,831
26	061	MI	HOUGHTON	HAY	59
17	091	IL	KANKAKEE	HAY	2,096
19	023	IA	BUTLER	HAY	(D)
36	053	NY	MADISON	HAY	(D)
54	033	WV	HARRISON	HAY	589
17	173	IL	SHELBY	GRASSES & LEGUMES TOTALS	(D)
46	137	SD	ZIEBACH	HAY	38,391
42	033	PA	CLEARFIELD	HAY	8,537
06	093	CA	SISKIYOU	SOD	(D)
22	119	LA	WEBSTER	HAY	(D)
40	067	OK	JEFFERSON	SOD	(D)
35	035	NM	OTERO	HAY	817
28	075	MS	LAUDERDALE	HAY	(D)
18	021	IN	CLAY	HAY	2,790
54	073	WV	PLEASANTS	HAY	2,453
01	129	AL	WASHINGTON	HAY	72
31	121	NE	MERRICK	HAY	4,770
46	111	SD	SANBORN	HAY	20,420
16	001	ID	ADA	HAY	11,103
27	025	MN	CHISAGO	SOD	(D)
34	029	NJ	OCEAN	HAY	(D)
20	177	KS	SHAWNEE	HAY	2,977
24	021	MD	FREDERICK	HAY	26,631
05	057	AR	HEMPSTEAD	HAY	300
39	167	OH	WASHINGTON	HAY	(D)
06	099	CA	STANISLAUS	HAY	18,286
30	041	MT	HILL	HAY	3,237
05	073	AR	LAFAYETTE	HAY	13,986
08	023	CO	COSTILLA	HAY	5,980
31	069	NE	GARDEN	HAY	35,384
22	045	LA	IBERIA	HAY	88
55	069	WI	LINCOLN	HAY	14,428
48	219	TX	HOCKLEY	SOD	(D)
33	007	NH	COOS	HAY	4,357
12	021	FL	COLLIER	HAY	1,350
31	005	NE	ARTHUR	HAY	990
31	069	NE	GARDEN	HAY	8,932
04	023	AZ	SANTA CRUZ	HAY	(D)
30	107	MT	WHEATLAND	HAY	6,518
54	031	WV	HARDY	HAY	15,360
29	011	MO	BARTON	HAY	(D)
55	001	WI	ADAMS	HAY	6,031
48	369	TX	PARMER	HAY	34,606
05	069	AR	JEFFERSON	HAY	(D)
27	151	MN	SWIFT	HAY	189
24	015	MD	CECIL	HAY	(D)
06	025	CA	IMPERIAL	GRASSES & LEGUMES TOTALS	35,949
16	055	ID	KOOTENAI	HAY	14,510
53	033	WA	KING	HAY	3,558
39	069	OH	HENRY	HAY	2,323
42	039	PA	CRAWFORD	GRASSES & LEGUMES TOTALS	(D)
46	081	SD	LAWRENCE	HAY	21,293
56	009	WY	CONVERSE	HAY	10,871
17	029	IL	COLES	HAY	(D)
49	015	UT	EMERY	HAY	18,628
27	137	MN	ST. LOUIS	HAY	37,018
54	091	WV	TAYLOR	HAY	406
05	033	AR	CRAWFORD	HAY	160
08	115	CO	SEDGWICK	HAY	(D)
55	053	WI	JACKSON	HAY	(D)
51	135	VA	NOTTOWAY	HAY	8,722
06	033	CA	LAKE	HAY	40
21	053	KY	CLINTON	HAY	(D)
41	005	OR	CLACKAMAS	HAY	1,231
40	087	OK	MCCLAIN	HAY	10,835
16	059	ID	LEMHI	HAY	20,336
19	145	IA	PAGE	HAY	4,596
21	229	KY	WASHINGTON	HAY	(D)
37	045	NC	CLEVELAND	HAY	33
21	027	KY	BRECKINRIDGE	HAY	27,271
